position_id,campaign_id,leg_role,entry_source_path,direction,entry_time,entry_regime,frozen_owner_exit_profile,entry_price,original_sl,risk_distance,risk_usd,exit_time,exit_price,exit_authority,realized_profit_usd,realized_r_at_exit,peak_r_while_open,period_membership,total_favorable_r_at_5m,missed_r_5m,maximum_adverse_r_after_exit_5m,returned_to_entry_5m,crossed_original_sl_5m,path_classification_5m,observed_through_5m,total_favorable_r_at_10m,missed_r_10m,maximum_adverse_r_after_exit_10m,returned_to_entry_10m,crossed_original_sl_10m,path_classification_10m,observed_through_10m,total_favorable_r_at_15m,missed_r_15m,maximum_adverse_r_after_exit_15m,returned_to_entry_15m,crossed_original_sl_15m,path_classification_15m,observed_through_15m,total_favorable_r_at_20m,missed_r_20m,maximum_adverse_r_after_exit_20m,returned_to_entry_20m,crossed_original_sl_20m,path_classification_20m,observed_through_20m,total_favorable_r_at_30m,missed_r_30m,maximum_adverse_r_after_exit_30m,returned_to_entry_30m,crossed_original_sl_30m,path_classification_30m,observed_through_30m,total_favorable_r_at_60m,missed_r_60m,maximum_adverse_r_after_exit_60m,returned_to_entry_60m,crossed_original_sl_60m,path_classification_60m,observed_through_60m,clean_continuation_or_immediate_reversal
60,CAMP-23,CORE,FRESH,SELL,2026.04.29 10:33:30,TREND_DN,GENERAL,4577.83,4592.33406,14.50406,1377.89,2026.04.29 10:37:31,4574.96,PROFIT_CLOSE,272.65,0.197875,0.365414,FULL_90_DAYS+FIRST_60_DAYS,0.532264,0.334389,0.173055,False,False,IMMEDIATE_REVERSAL,2026.04.29 10:42:31,0.686014,0.488139,0.173055,False,False,IMMEDIATE_REVERSAL,2026.04.29 10:47:31,0.701183,0.503307,0.173055,False,False,IMMEDIATE_REVERSAL,2026.04.29 10:52:31,0.701183,0.503307,0.173055,False,False,IMMEDIATE_REVERSAL,2026.04.29 10:57:31,0.862517,0.664642,0.173055,False,False,IMMEDIATE_REVERSAL,2026.04.29 11:07:31,1.356172,1.158297,0.173055,False,False,IMMEDIATE_REVERSAL,2026.04.29 11:37:31,IMMEDIATE_REVERSAL
62,CAMP-24,CORE,FRESH,SELL,2026.04.30 06:03:30,TREND_DN,GENERAL,4568.56,4586.68651,18.12651,1413.87,2026.04.30 06:14:37,4565.52,PROFIT_CLOSE,237.12,0.16771,0.320525,FULL_90_DAYS+FIRST_60_DAYS,0.278598,0.110887,0.074477,False,False,CLEAN_CONTINUATION,2026.04.30 06:19:37,0.281356,0.113646,0.074477,False,False,CLEAN_CONTINUATION,2026.04.30 06:24:37,0.295148,0.127438,0.083303,False,False,CLEAN_CONTINUATION,2026.04.30 06:29:37,0.461203,0.293493,0.083303,False,False,CLEAN_CONTINUATION,2026.04.30 06:34:37,0.596364,0.428654,0.083303,False,False,CLEAN_CONTINUATION,2026.04.30 06:44:37,0.958817,0.791106,0.083303,False,False,CLEAN_CONTINUATION,2026.04.30 07:14:37,CLEAN_CONTINUATION
64,CAMP-25,CORE,FRESH,SELL,2026.04.30 07:03:30,TREND_DN,GENERAL,4551.49,4573.59169,22.10169,1436.61,2026.04.30 07:31:01,4545.09,PROFIT_CLOSE,416.0,0.28957,0.366035,FULL_90_DAYS+FIRST_60_DAYS,0.468742,0.179172,0.02398,False,False,CLEAN_CONTINUATION,2026.04.30 07:36:01,0.468742,0.179172,0.02398,False,False,CLEAN_CONTINUATION,2026.04.30 07:41:01,0.468742,0.179172,0.163788,False,False,CLEAN_CONTINUATION,2026.04.30 07:46:01,0.468742,0.179172,0.208129,False,False,CLEAN_CONTINUATION,2026.04.30 07:51:01,0.468742,0.179172,0.208129,False,False,CLEAN_CONTINUATION,2026.04.30 08:01:01,0.468742,0.179172,0.635246,True,False,CLEAN_CONTINUATION,2026.04.30 08:31:01,CLEAN_CONTINUATION
65,CAMP-25,PYRAMID,PYRAMID,SELL,2026.04.30 07:30:00,TREND_DN,GENERAL,4547.2,4559.95934,12.75934,1429.04,2026.04.30 07:31:01,4545.09,PROFIT_CLOSE,236.32,0.16537,0.297822,FULL_90_DAYS+FIRST_60_DAYS,0.47573,0.310361,0.041538,False,False,CLEAN_CONTINUATION,2026.04.30 07:36:01,0.47573,0.310361,0.041538,False,False,CLEAN_CONTINUATION,2026.04.30 07:41:01,0.47573,0.310361,0.283714,True,False,CLEAN_CONTINUATION,2026.04.30 07:46:01,0.47573,0.310361,0.36052,True,False,CLEAN_CONTINUATION,2026.04.30 07:51:01,0.47573,0.310361,0.36052,True,False,CLEAN_CONTINUATION,2026.04.30 08:01:01,0.47573,0.310361,1.10037,True,False,CLEAN_CONTINUATION,2026.04.30 08:31:01,CLEAN_CONTINUATION
68,CAMP-26,CORE,FRESH,SELL,2026.04.30 07:33:30,TREND_DN,GENERAL,4543.15,4560.79069,17.64069,1499.46,2026.04.30 08:32:08,4560.89,BROKER_SL,-1507.9,-1.005629,0.114508,FULL_90_DAYS+FIRST_60_DAYS,-0.986355,0.019274,0.196704,True,True,IMMEDIATE_REVERSAL,2026.04.30 08:37:08,-0.986355,0.019274,0.341823,True,True,IMMEDIATE_REVERSAL,2026.04.30 08:42:08,-0.986355,0.019274,0.363931,True,True,IMMEDIATE_REVERSAL,2026.04.30 08:47:08,-0.986355,0.019274,0.508484,True,True,IMMEDIATE_REVERSAL,2026.04.30 08:52:08,-0.986355,0.019274,0.508484,True,True,IMMEDIATE_REVERSAL,2026.04.30 09:02:08,-0.98012,0.025509,0.798722,True,True,IMMEDIATE_REVERSAL,2026.04.30 09:32:08,IMMEDIATE_REVERSAL
69,CAMP-26,PYRAMID,PYRAMID,SELL,2026.04.30 07:38:31,TREND_DN,GENERAL,4542.63,4560.89469,18.26469,1497.71,2026.04.30 08:32:08,4560.89,BROKER_SL,-1497.32,-0.999743,0.062963,FULL_90_DAYS+FIRST_60_DAYS,-0.981128,0.018615,0.189984,True,True,IMMEDIATE_REVERSAL,2026.04.30 08:37:08,-0.981128,0.018615,0.330145,True,True,IMMEDIATE_REVERSAL,2026.04.30 08:42:08,-0.981128,0.018615,0.351498,True,True,IMMEDIATE_REVERSAL,2026.04.30 08:47:08,-0.981128,0.018615,0.491112,True,True,IMMEDIATE_REVERSAL,2026.04.30 08:52:08,-0.981128,0.018615,0.491112,True,True,IMMEDIATE_REVERSAL,2026.04.30 09:02:08,-0.975105,0.024638,0.771434,True,True,IMMEDIATE_REVERSAL,2026.04.30 09:32:08,IMMEDIATE_REVERSAL
72,CAMP-27,CORE,FRESH,BUY,2026.04.30 20:33:00,TREND_UP,TREND_UP,4616.82,4601.68136,15.13864,1195.95,2026.04.30 21:01:41,4620.74,PROFIT_CLOSE,309.68,0.258941,0.360667,FULL_90_DAYS+FIRST_60_DAYS,0.511275,0.252334,0.008587,False,False,CLEAN_CONTINUATION,2026.04.30 21:06:41,0.511275,0.252334,0.008587,False,False,CLEAN_CONTINUATION,2026.04.30 21:11:41,0.511275,0.252334,0.039634,False,False,CLEAN_CONTINUATION,2026.04.30 21:16:41,0.554872,0.295931,0.039634,False,False,CLEAN_CONTINUATION,2026.04.30 21:21:41,0.554872,0.295931,0.079928,False,False,CLEAN_CONTINUATION,2026.04.30 21:31:41,0.59979,0.34085,0.105029,False,False,CLEAN_CONTINUATION,2026.04.30 22:01:41,CLEAN_CONTINUATION
73,CAMP-27,PYRAMID,PYRAMID,BUY,2026.04.30 20:35:30,TREND_UP,TREND_UP,4618.34,4601.37736,16.96264,1187.38,2026.04.30 21:01:41,4620.74,PROFIT_CLOSE,168.0,0.141488,0.232276,FULL_90_DAYS+FIRST_60_DAYS,0.366688,0.225201,0.007664,False,False,CLEAN_CONTINUATION,2026.04.30 21:06:41,0.366688,0.225201,0.007664,False,False,CLEAN_CONTINUATION,2026.04.30 21:11:41,0.366688,0.225201,0.035372,False,False,CLEAN_CONTINUATION,2026.04.30 21:16:41,0.405598,0.26411,0.035372,False,False,CLEAN_CONTINUATION,2026.04.30 21:21:41,0.405598,0.26411,0.071333,False,False,CLEAN_CONTINUATION,2026.04.30 21:31:41,0.445686,0.304198,0.093735,False,False,CLEAN_CONTINUATION,2026.04.30 22:01:41,CLEAN_CONTINUATION
76,CAMP-28,CORE,FRESH,BUY,2026.04.30 21:03:30,TREND_UP,TREND_UP,4622.58,4612.24371,10.33629,1250.69,2026.04.30 22:01:30,4624.38,PROFIT_CLOSE,217.8,0.174144,0.321198,FULL_90_DAYS+FIRST_60_DAYS,0.220582,0.046438,0.143185,False,False,IMMEDIATE_REVERSAL,2026.04.30 22:06:30,0.481798,0.307654,0.143185,False,False,IMMEDIATE_REVERSAL,2026.04.30 22:11:30,0.481798,0.307654,0.143185,False,False,IMMEDIATE_REVERSAL,2026.04.30 22:16:30,0.481798,0.307654,0.664649,True,False,IMMEDIATE_REVERSAL,2026.04.30 22:21:30,0.481798,0.307654,0.827183,True,False,IMMEDIATE_REVERSAL,2026.04.30 22:31:30,0.481798,0.307654,0.949084,True,False,IMMEDIATE_REVERSAL,2026.04.30 22:59:59,IMMEDIATE_REVERSAL
78,CAMP-29,CORE,FRESH,BUY,2026.05.01 01:33:33,TREND_UP,TREND_UP,4629.67,4610.59009,19.07991,1259.27,2026.05.01 05:18:52,4633.15,PROFIT_CLOSE,229.68,0.182391,0.332287,FULL_90_DAYS+FIRST_60_DAYS,0.226416,0.044025,0.223796,True,False,IMMEDIATE_REVERSAL,2026.05.01 05:23:52,0.226416,0.044025,0.224844,True,False,IMMEDIATE_REVERSAL,2026.05.01 05:28:52,0.226416,0.044025,0.245808,True,False,IMMEDIATE_REVERSAL,2026.05.01 05:33:50,0.226416,0.044025,0.267821,True,False,IMMEDIATE_REVERSAL,2026.05.01 05:38:52,0.226416,0.044025,0.665621,True,False,IMMEDIATE_REVERSAL,2026.05.01 05:48:52,0.226416,0.044025,0.870549,True,False,IMMEDIATE_REVERSAL,2026.05.01 06:18:51,IMMEDIATE_REVERSAL
80,CAMP-30,CORE,FRESH,BUY,2026.05.01 05:33:00,TREND_UP,TREND_UP,4629.76,4615.51609,14.24391,1281.95,2026.05.01 07:30:20,4615.46,BROKER_SL,-1287.0,-1.003939,0.152346,FULL_90_DAYS+FIRST_60_DAYS,-0.902141,0.101798,0.215531,True,True,CLEAN_CONTINUATION,2026.05.01 07:35:20,-0.882483,0.121455,0.215531,True,True,CLEAN_CONTINUATION,2026.05.01 07:40:20,-0.882483,0.121455,0.236592,True,True,CLEAN_CONTINUATION,2026.05.01 07:45:20,-0.882483,0.121455,0.378407,True,True,CLEAN_CONTINUATION,2026.05.01 07:50:20,-0.882483,0.121455,0.490736,True,True,CLEAN_CONTINUATION,2026.05.01 08:00:20,-0.882483,0.121455,0.554623,True,True,CLEAN_CONTINUATION,2026.05.01 08:30:20,CLEAN_CONTINUATION
82,CAMP-31,CORE,FRESH,SELL,2026.05.01 10:03:30,TREND_UP,TREND_UP,4594.95,4621.44793,26.49793,1165.91,2026.05.01 10:23:30,4589.66,PROFIT_CLOSE,232.76,0.199638,0.367199,FULL_90_DAYS+FIRST_60_DAYS,0.269078,0.069439,0.091328,False,False,NO_DECISIVE_0.10R_MOVE,2026.05.01 10:28:30,0.341914,0.142275,0.140766,False,False,IMMEDIATE_REVERSAL,2026.05.01 10:33:30,0.413617,0.213979,0.140766,False,False,IMMEDIATE_REVERSAL,2026.05.01 10:38:30,0.413617,0.213979,0.140766,False,False,IMMEDIATE_REVERSAL,2026.05.01 10:43:30,0.527211,0.327573,0.140766,False,False,IMMEDIATE_REVERSAL,2026.05.01 10:53:30,0.977058,0.777419,0.140766,False,False,IMMEDIATE_REVERSAL,2026.05.01 11:23:30,IMMEDIATE_REVERSAL
84,CAMP-32,CORE,FRESH,SELL,2026.05.01 10:33:30,TREND_UP,TREND_UP,4586.95,4601.42324,14.47324,1186.8,2026.05.01 10:50:40,4584.62,PROFIT_CLOSE,191.06,0.160987,0.300556,FULL_90_DAYS+FIRST_60_DAYS,0.546526,0.385539,0.031092,False,False,CLEAN_CONTINUATION,2026.05.01 10:55:40,0.751732,0.590745,0.031092,False,False,CLEAN_CONTINUATION,2026.05.01 11:00:40,0.751732,0.590745,0.031092,False,False,CLEAN_CONTINUATION,2026.05.01 11:05:40,0.751732,0.590745,0.031092,False,False,CLEAN_CONTINUATION,2026.05.01 11:10:40,1.151781,0.990794,0.031092,False,False,CLEAN_CONTINUATION,2026.05.01 11:20:40,1.428153,1.267166,0.031092,False,False,CLEAN_CONTINUATION,2026.05.01 11:50:40,CLEAN_CONTINUATION
86,CAMP-33,CORE,FRESH,SELL,2026.05.01 11:03:30,TREND_UP,TREND_UP,4579.46,4603.04981,23.58981,1203.08,2026.05.01 11:32:02,4570.03,SL_MOD:PRIMARY_EXIT_FLOOR,480.93,0.399749,0.558716,FULL_90_DAYS+FIRST_60_DAYS,0.553629,0.15388,0.097924,False,False,CLEAN_CONTINUATION,2026.05.01 11:37:02,0.553629,0.15388,0.097924,False,False,CLEAN_CONTINUATION,2026.05.01 11:42:02,0.553629,0.15388,0.117,False,False,CLEAN_CONTINUATION,2026.05.01 11:47:02,0.553629,0.15388,0.117,False,False,CLEAN_CONTINUATION,2026.05.01 11:52:02,0.600259,0.20051,0.117,False,False,CLEAN_CONTINUATION,2026.05.01 12:02:02,0.636716,0.236967,0.117,False,False,CLEAN_CONTINUATION,2026.05.01 12:32:02,CLEAN_CONTINUATION
88,CAMP-34,CORE,FRESH,SELL,2026.05.01 18:03:30,RANGING,GENERAL,4627.17,4669.13529,41.96529,1216.99,2026.05.01 20:00:00,4639.14,WEEKEND_CLOSE,-347.13,-0.285236,0.187298,FULL_90_DAYS+FIRST_60_DAYS,-0.285236,0.0,0.0,False,False,NO_DECISIVE_0.10R_MOVE,NO_POST_EXIT_TICK,-0.285236,0.0,0.0,False,False,NO_DECISIVE_0.10R_MOVE,NO_POST_EXIT_TICK,-0.285236,0.0,0.0,False,False,NO_DECISIVE_0.10R_MOVE,NO_POST_EXIT_TICK,-0.285236,0.0,0.0,False,False,NO_DECISIVE_0.10R_MOVE,NO_POST_EXIT_TICK,-0.285236,0.0,0.0,False,False,NO_DECISIVE_0.10R_MOVE,NO_POST_EXIT_TICK,-0.285236,0.0,0.0,False,False,NO_DECISIVE_0.10R_MOVE,NO_POST_EXIT_TICK,NO_DECISIVE_0.10R_MOVE
90,CAMP-35,CORE,FRESH,SELL,2026.05.04 02:03:03,TREND_UP,TREND_UP,4616.44,4633.2826,16.8426,1212.67,2026.05.04 03:05:52,4609.87,SL_MOD:PRIMARY_EXIT_FLOOR,473.04,0.390082,0.695855,FULL_90_DAYS+FIRST_60_DAYS,0.423331,0.033249,0.409082,True,False,IMMEDIATE_REVERSAL,2026.05.04 03:10:52,0.423331,0.033249,0.409082,True,False,IMMEDIATE_REVERSAL,2026.05.04 03:15:52,0.663199,0.273117,0.409082,True,False,IMMEDIATE_REVERSAL,2026.05.04 03:20:52,0.833007,0.442924,0.409082,True,False,IMMEDIATE_REVERSAL,2026.05.04 03:25:52,0.848444,0.458362,0.409082,True,False,IMMEDIATE_REVERSAL,2026.05.04 03:35:52,0.996283,0.606201,0.409082,True,False,IMMEDIATE_REVERSAL,2026.05.04 04:05:52,IMMEDIATE_REVERSAL
92,CAMP-36,CORE,FRESH,SELL,2026.05.05 06:33:30,TREND_DN,GENERAL,4537.14,4544.75739,7.61739,1264.49,2026.05.05 06:58:09,4533.99,SL_MOD:PRIMARY_EXIT_FLOOR,522.9,0.413527,0.590753,FULL_90_DAYS+FIRST_60_DAYS,0.413527,0.0,0.258619,False,False,IMMEDIATE_REVERSAL,2026.05.05 07:03:09,0.481792,0.068265,0.258619,False,False,IMMEDIATE_REVERSAL,2026.05.05 07:08:09,0.481792,0.068265,0.258619,False,False,IMMEDIATE_REVERSAL,2026.05.05 07:13:07,0.572374,0.158847,0.258619,False,False,IMMEDIATE_REVERSAL,2026.05.05 07:18:09,0.943893,0.530366,0.258619,False,False,IMMEDIATE_REVERSAL,2026.05.05 07:28:09,1.17363,0.760103,0.371519,False,False,IMMEDIATE_REVERSAL,2026.05.05 07:58:09,IMMEDIATE_REVERSAL
94,CAMP-37,CORE,FRESH,SELL,2026.05.05 07:03:00,TREND_DN,GENERAL,4534.8,4545.10903,10.30903,1319.55,2026.05.05 07:21:49,4531.41,SL_MOD:PRIMARY_EXIT_FLOOR,433.92,0.328839,0.470463,FULL_90_DAYS+FIRST_60_DAYS,0.460762,0.131923,0.165874,False,False,IMMEDIATE_REVERSAL,2026.05.05 07:26:49,0.640216,0.311378,0.165874,False,False,IMMEDIATE_REVERSAL,2026.05.05 07:31:49,0.640216,0.311378,0.246386,False,False,IMMEDIATE_REVERSAL,2026.05.05 07:36:48,0.640216,0.311378,0.246386,False,False,IMMEDIATE_REVERSAL,2026.05.05 07:41:49,0.640216,0.311378,0.386069,True,False,IMMEDIATE_REVERSAL,2026.05.05 07:51:49,0.640216,0.311378,1.381313,True,True,IMMEDIATE_REVERSAL,2026.05.05 08:21:49,IMMEDIATE_REVERSAL
95,CAMP-37,PYRAMID,PYRAMID,SELL,2026.05.05 07:20:41,TREND_DN,GENERAL,4530.33,4545.96999,15.63999,1313.76,2026.05.05 07:25:11,4530.11,SL_MOD:PRIMARY_EXIT_FLOOR,18.48,0.014066,0.024297,FULL_90_DAYS+FIRST_60_DAYS,0.047315,0.033248,0.084399,True,False,NO_DECISIVE_0.10R_MOVE,2026.05.05 07:30:11,0.136189,0.122123,0.245525,True,False,CLEAN_CONTINUATION,2026.05.05 07:35:11,0.136189,0.122123,0.245525,True,False,CLEAN_CONTINUATION,2026.05.05 07:40:11,0.136189,0.122123,0.245525,True,False,CLEAN_CONTINUATION,2026.05.05 07:45:11,0.136189,0.122123,0.429029,True,False,CLEAN_CONTINUATION,2026.05.05 07:55:10,0.136189,0.122123,0.993607,True,False,CLEAN_CONTINUATION,2026.05.05 08:25:11,CLEAN_CONTINUATION
98,CAMP-38,CORE,FRESH,SELL,2026.05.05 08:03:30,TREND_DN,GENERAL,4536.27,4544.74843,8.47843,1365.02,2026.05.05 08:08:26,4544.88,BROKER_SL,-1386.21,-1.015522,0.062512,FULL_90_DAYS+FIRST_60_DAYS,-0.602709,0.412812,0.090819,True,True,CLEAN_CONTINUATION,2026.05.05 08:13:26,0.016509,1.032031,0.090819,True,True,CLEAN_CONTINUATION,2026.05.05 08:18:26,0.034201,1.049723,0.090819,True,True,CLEAN_CONTINUATION,2026.05.05 08:23:26,0.034201,1.049723,0.090819,True,True,CLEAN_CONTINUATION,2026.05.05 08:28:26,0.034201,1.049723,0.754857,True,True,CLEAN_CONTINUATION,2026.05.05 08:38:26,0.034201,1.049723,0.861009,True,True,CLEAN_CONTINUATION,2026.05.05 09:08:26,CLEAN_CONTINUATION
100,CAMP-39,CORE,FRESH,SELL,2026.05.05 09:33:00,TREND_DN,GENERAL,4540.99,4555.41949,14.42949,1226.51,2026.05.05 10:13:39,4555.42,BROKER_SL,-1226.55,-1.000035,0.0,FULL_90_DAYS+FIRST_60_DAYS,-0.806681,0.193354,0.026335,True,True,CLEAN_CONTINUATION,2026.05.05 10:18:39,-0.801136,0.198898,0.026335,True,True,CLEAN_CONTINUATION,2026.05.05 10:23:39,-0.568973,0.431062,0.026335,True,True,CLEAN_CONTINUATION,2026.05.05 10:28:39,-0.528084,0.47195,0.026335,True,True,CLEAN_CONTINUATION,2026.05.05 10:33:39,-0.528084,0.47195,0.212066,True,True,CLEAN_CONTINUATION,2026.05.05 10:43:39,-0.173255,0.826779,0.212066,True,True,CLEAN_CONTINUATION,2026.05.05 11:13:39,CLEAN_CONTINUATION
102,CAMP-40,CORE,FRESH,SELL,2026.05.05 11:03:00,TREND_DN,GENERAL,4546.06,4562.04571,15.98571,1103.01,2026.05.05 13:55:39,4542.95,PROFIT_CLOSE,214.59,0.194549,0.354692,FULL_90_DAYS+FIRST_60_DAYS,0.28025,0.085702,0.135121,False,False,IMMEDIATE_REVERSAL,2026.05.05 14:00:39,0.387846,0.193298,0.135121,False,False,IMMEDIATE_REVERSAL,2026.05.05 14:05:39,0.387846,0.193298,0.462288,True,False,IMMEDIATE_REVERSAL,2026.05.05 14:10:38,0.387846,0.193298,0.701251,True,False,IMMEDIATE_REVERSAL,2026.05.05 14:15:39,0.387846,0.193298,0.853887,True,False,IMMEDIATE_REVERSAL,2026.05.05 14:25:39,0.387846,0.193298,1.387489,True,True,IMMEDIATE_REVERSAL,2026.05.05 14:55:39,IMMEDIATE_REVERSAL
104,CAMP-41,CORE,FRESH,SELL,2026.05.05 14:03:30,TREND_DN,GENERAL,4542.22,4557.70069,15.48069,1114.61,2026.05.05 14:28:48,4557.83,BROKER_SL,-1123.92,-1.008352,0.094957,FULL_90_DAYS+FIRST_60_DAYS,-0.841693,0.166659,0.078162,True,True,CLEAN_CONTINUATION,2026.05.05 14:33:48,-0.841693,0.166659,0.202187,True,True,CLEAN_CONTINUATION,2026.05.05 14:38:48,-0.841693,0.166659,0.461866,True,True,CLEAN_CONTINUATION,2026.05.05 14:43:48,-0.841693,0.166659,0.461866,True,True,CLEAN_CONTINUATION,2026.05.05 14:48:48,-0.841693,0.166659,0.471555,True,True,CLEAN_CONTINUATION,2026.05.05 14:58:48,-0.78291,0.225442,1.07618,True,True,CLEAN_CONTINUATION,2026.05.05 15:28:48,CLEAN_CONTINUATION
106,CAMP-42,CORE,FRESH,SELL,2026.05.05 15:03:30,TREND_DN,GENERAL,4556.6,4567.74029,11.14029,1013.77,2026.05.05 15:21:26,4568.13,BROKER_SL,-1049.23,-1.034981,0.202867,FULL_90_DAYS+FIRST_60_DAYS,-0.82224,0.212741,0.570901,True,True,CLEAN_CONTINUATION,2026.05.05 15:26:26,-0.82224,0.212741,0.599626,True,True,CLEAN_CONTINUATION,2026.05.05 15:31:26,-0.82224,0.212741,0.599626,True,True,CLEAN_CONTINUATION,2026.05.05 15:36:26,-0.82224,0.212741,0.599626,True,True,CLEAN_CONTINUATION,2026.05.05 15:41:26,-0.542175,0.492806,0.599626,True,True,CLEAN_CONTINUATION,2026.05.05 15:51:26,-0.47934,0.555641,1.53856,True,True,CLEAN_CONTINUATION,2026.05.05 16:21:26,CLEAN_CONTINUATION
108,CAMP-43,CORE,FRESH,SELL,2026.05.05 19:33:00,TREND_UP,TREND_UP,4554.55,4587.82724,33.27724,898.48,2026.05.06 01:34:26,4548.51,PROFIT_CLOSE,161.84,0.180126,0.24233,FULL_90_DAYS+FIRST_60_DAYS,0.180126,0.0,0.079935,False,False,NO_DECISIVE_0.10R_MOVE,2026.05.06 01:39:25,0.180126,0.0,0.079935,False,False,NO_DECISIVE_0.10R_MOVE,2026.05.06 01:44:26,0.217689,0.037563,0.079935,False,False,NO_DECISIVE_0.10R_MOVE,2026.05.06 01:49:26,0.217689,0.037563,0.262341,True,False,IMMEDIATE_REVERSAL,2026.05.06 01:54:26,0.217689,0.037563,0.874171,True,False,IMMEDIATE_REVERSAL,2026.05.06 02:04:26,0.217689,0.037563,1.273543,True,True,IMMEDIATE_REVERSAL,2026.05.06 02:34:26,IMMEDIATE_REVERSAL
109,CAMP-43,PYRAMID,PYRAMID,SELL,2026.05.06 01:11:19,TREND_UP,TREND_UP,4550.8,4561.27351,10.47351,900.72,2026.05.06 01:34:26,4548.51,PROFIT_CLOSE,196.94,0.218647,0.416289,FULL_90_DAYS+FIRST_60_DAYS,0.218647,0.0,0.253974,True,False,IMMEDIATE_REVERSAL,2026.05.06 01:39:25,0.218647,0.0,0.253974,True,False,IMMEDIATE_REVERSAL,2026.05.06 01:44:26,0.337996,0.119349,0.253974,True,False,IMMEDIATE_REVERSAL,2026.05.06 01:49:26,0.337996,0.119349,0.833531,True,False,IMMEDIATE_REVERSAL,2026.05.06 01:54:26,0.337996,0.119349,2.777482,True,True,IMMEDIATE_REVERSAL,2026.05.06 02:04:26,0.337996,0.119349,4.046397,True,True,IMMEDIATE_REVERSAL,2026.05.06 02:34:26,IMMEDIATE_REVERSAL
112,CAMP-44,CORE,FRESH,SELL,2026.05.06 15:03:00,TREND_UP,TREND_UP,4686.07,4722.9997,36.9297,923.24,2026.05.06 15:15:13,4672.1,SL_MOD:PRIMARY_EXIT_FLOOR,349.25,0.378286,0.552672,FULL_90_DAYS+FIRST_60_DAYS,0.693751,0.315464,0.135934,False,False,CLEAN_CONTINUATION,2026.05.06 15:20:13,0.693751,0.315464,0.372329,False,False,CLEAN_CONTINUATION,2026.05.06 15:25:13,0.693751,0.315464,0.454106,True,False,CLEAN_CONTINUATION,2026.05.06 15:30:13,0.693751,0.315464,0.454106,True,False,CLEAN_CONTINUATION,2026.05.06 15:35:13,0.693751,0.315464,0.454106,True,False,CLEAN_CONTINUATION,2026.05.06 15:45:13,0.693751,0.315464,0.559171,True,False,CLEAN_CONTINUATION,2026.05.06 16:15:13,CLEAN_CONTINUATION
114,CAMP-45,CORE,FRESH,SELL,2026.05.06 15:33:43,TREND_UP,TREND_UP,4682.28,4724.12014,41.84014,962.32,2026.05.06 16:08:54,4675.22,PROFIT_CLOSE,162.38,0.168738,0.307839,FULL_90_DAYS+FIRST_60_DAYS,0.317877,0.149139,0.142208,False,False,CLEAN_CONTINUATION,2026.05.06 16:13:54,0.317877,0.149139,0.384559,True,False,CLEAN_CONTINUATION,2026.05.06 16:18:54,0.317877,0.149139,0.384559,True,False,CLEAN_CONTINUATION,2026.05.06 16:23:54,0.317877,0.149139,0.384559,True,False,CLEAN_CONTINUATION,2026.05.06 16:28:54,0.317877,0.149139,0.578392,True,False,CLEAN_CONTINUATION,2026.05.06 16:38:54,0.317877,0.149139,0.834605,True,False,CLEAN_CONTINUATION,2026.05.06 17:08:54,CLEAN_CONTINUATION
116,CAMP-46,CORE,FRESH,SELL,2026.05.06 19:03:00,TREND_UP,TREND_UP,4686.59,4708.14093,21.55093,991.34,2026.05.06 19:58:41,4682.76,PROFIT_CLOSE,176.18,0.177719,0.324812,FULL_90_DAYS+FIRST_60_DAYS,0.31182,0.134101,0.156838,False,False,CLEAN_CONTINUATION,2026.05.06 20:03:41,0.31182,0.134101,0.252425,True,False,CLEAN_CONTINUATION,2026.05.06 20:08:41,0.31182,0.134101,0.252425,True,False,CLEAN_CONTINUATION,2026.05.06 20:13:41,0.31182,0.134101,0.252425,True,False,CLEAN_CONTINUATION,2026.05.06 20:18:41,0.31182,0.134101,0.252425,True,False,CLEAN_CONTINUATION,2026.05.06 20:28:41,0.347085,0.169366,0.252425,True,False,CLEAN_CONTINUATION,2026.05.06 20:58:41,CLEAN_CONTINUATION
118,CAMP-47,CORE,FRESH,BUY,2026.05.06 21:33:30,TREND_UP,TREND_UP,4688.31,4676.1534,12.1566,1009.0,2026.05.06 22:04:20,4691.97,PROFIT_CLOSE,303.78,0.301071,0.370992,FULL_90_DAYS+FIRST_60_DAYS,0.458187,0.157116,0.102825,False,False,IMMEDIATE_REVERSAL,2026.05.06 22:09:20,0.609545,0.308474,0.102825,False,False,IMMEDIATE_REVERSAL,2026.05.06 22:14:20,0.806969,0.505898,0.102825,False,False,IMMEDIATE_REVERSAL,2026.05.06 22:19:20,0.91802,0.616949,0.102825,False,False,IMMEDIATE_REVERSAL,2026.05.06 22:24:20,0.972311,0.67124,0.102825,False,False,IMMEDIATE_REVERSAL,2026.05.06 22:34:20,0.972311,0.67124,0.102825,False,False,IMMEDIATE_REVERSAL,2026.05.06 22:59:59,IMMEDIATE_REVERSAL
